HCH_012_044_000000	湖廣《禹貢》荊、揚、樑、豫四州之域。
HCH_012_044_001421	南有剡溪，源出天台諸山，下流爲曹娥江。
HCH_012_044_001422	西有長樂鎮、西北有管解寨二巡檢司，廢。
HCH_012_044_001423	新昌府東南。
HCH_012_044_001424	東有沃州山。
HCH_012_044_001425	東南有天姥山。
HCH_012_044_001426	又東有東溪，源出天台山，西北流入嵊縣界。
HCH_012_044_001427	南有彩霞鎮、又有豐樂、又有善政三巡檢司，後廢。
HCH_012_044_001428	寧波府元慶元路，屬浙東道宣慰司。
HCH_012_044_001429	太祖吳元年十二月爲明州府。
HCH_012_044_001430	洪武十四年二月改寧波。
HCH_012_044_001431	領縣五。
HCH_012_044_001432	西北距布政司三百六十里。
HCH_012_044_001433	鄞倚。
HCH_012_044_001434	東有鄮山。
HCH_012_044_001435	西南有四明山，周八百餘里。
HCH_012_044_001436	東有灌頂山，舊產鐵。
HCH_012_044_001437	東南有阿育王山，有太白、天童諸山。
HCH_012_044_001438	東北濱海。
HCH_012_044_001439	有鄞江，一名甬江。
HCH_012_044_001440	東南有奉化江，西北有慈溪，皆流合焉。
HCH_012_044_001441	西南有小江湖，又西有廣德湖，東有東錢湖，皆引流入鄞江。
HCH_012_044_001442	北有龍山守禦千戶所，洪武十九年十一月置。
HCH_012_044_001443	東有甬東巡檢司，治甬東隅，後遷定海縣東南竹山海口，仍故名。
HCH_012_044_001444	又有岱山、又有螺峯二巡檢司，後廢。
HCH_012_044_001445	慈谿府西北。
HCH_012_044_001446	元曰慈谿。
HCH_012_044_001447	永樂十六年改「谿」爲「溪」。
HCH_012_044_001448	西南有車廄山。
HCH_012_044_001449	東北濱海。
HCH_012_044_001450	南有慈溪，一曰前江，即姚江下流也，藍溪、文溪諸水皆流合焉。
HCH_012_044_001451	西北有鳴鶴鹽課司。
HCH_012_044_001452	又觀海衛亦在西北，洪武十九年一月置。
HCH_012_044_001453	又有松浦巡檢司，治浦東，尋遷浦西。
HCH_012_044_001454	又有向頭巡檢司，治向頭寨，尋遷洋浦，廢，後復。
HCH_012_044_001455	奉化府南。
HCH_012_044_001456	元奉化州。
HCH_012_044_001457	洪武二年降爲縣。
HCH_012_044_001458	南有蓬島山，又有天門山。
HCH_012_044_001459	西北有雪竇山。
HCH_012_044_001460	北有奉化江，亦曰北渡江，又謂之剡溪。
HCH_012_044_001461	東有市河，東北有趙河，皆南流入焉。
HCH_012_044_001462	東有塔山、東南有鮚琦二巡檢司。
HCH_012_044_001463	又有公棠、連山、柵虛、東宿四巡檢司，廢。
HCH_012_044_001464	定海府東北。
HCH_012_044_001465	東有候濤山，一名招寶山，上有威遠城，山麓有靖海城，俱嘉靖三十九年置。
HCH_012_044_001466	東北皆濱海。
HCH_012_044_001467	海中有舟山，有金塘山，有蛟門山，又有普陀落伽山，有大謝、小謝山。
HCH_012_044_001468	南有大浹江，其上流即鄞江，分流爲小浹江，併入海。
HCH_012_044_001469	南有清泉等鹽場。
HCH_012_044_001470	又東北有定海衛，本定海守禦千戶所，洪武十四年四月置，二十年二月升爲衛。
HCH_012_044_001471	東南有穿山後千戶所，洪武二十七年九月置。
HCH_012_044_001472	又有霩衢守禦千戶所，大嵩守禦千戶所，俱洪武十九年十一月置。
HCH_012_044_001473	又有舟山中中千戶所，舟山中左千戶所，本元昌國州，洪武二年降爲縣，二十年六月，縣廢。
HCH_012_044_001474	改置。
HCH_012_044_001475	南有上岸太平嶴、西有管界寨二巡檢司。
HCH_012_044_001476	又西北有施公山、南有長山二巡檢司，後廢。
HCH_012_044_001477	又南有霞嶼巡檢司，本名崎頭，正統間更名，後廢。
HCH_012_044_001478	又舟山東南有寶陀、西北有岑港，又舟山東有岱山、西南有螺峯四巡檢司，後廢。
HCH_012_044_001479	象山府東南。
HCH_012_044_001480	南有石壇山，亦曰壇頭山。
HCH_012_044_001481	東南北三面皆濱海。
HCH_012_044_001482	其南有三萼山，一名三仙島，俱在海中。
HCH_012_044_001483	南有玉泉鹽場。
HCH_012_044_001484	又西南有昌國衛，本昌國守禦千戶所，洪武十二年十月置於舟山，十七年九月改爲衛。
HCH_012_044_001485	二十年來徙縣南天門山，二十七年遷縣西南後門山。
HCH_012_044_001486	又山西南有石浦守御前、後二千戶所，俱洪武二十年置。
HCH_012_044_001487	西北有錢倉守禦千戶所，洪武十九年十一月置。
HCH_012_044_001488	西有爵溪守禦千戶所，洪武三十年十二月置。
HCH_012_044_001489	北有陳山巡檢司，治陳山，尋遷縣東南。
HCH_012_044_001490	西有爵溪巡檢司，遷治姜嶼渡。
HCH_012_044_001491	南有石浦巡檢司，遷治青山頭。
HCH_012_044_001492	又東有趙嶴巡檢司，自寧海縣遷此。
HCH_012_044_001493	俱仍故名。
HCH_012_044_001494	台州府元台州路，屬浙東道宣慰司。
HCH_012_044_001495	洪武初，爲府。
HCH_012_044_001496	領縣六。
HCH_012_044_001497	西北距布政司四百四十里。
HCH_012_044_001498	臨海倚。
HCH_012_044_001499	西南有括蒼山，一名真隱山。
HCH_012_044_001500	又東南有海門山，有金鰲山，皆濱海。
HCH_012_044_001501	南有澄江，一名靈江，流合天台、仙居諸山之水，至黃岩縣入海。
HCH_012_044_001502	又大海在東，中有芙蓉山、高麗頭山。
HCH_012_044_001503	又有杜瀆鹽場。
HCH_012_044_001504	又海門衛亦在縣江，洪武二十年二月置。
HCH_012_044_001505	其北爲前千戶所，洪武二十八年置。
HCH_012_044_001506	東北有桃渚前千戶所，洪武二十年九月置。
HCH_012_044_001507	東有蛟湖巡檢司，遷治海口陶嶼。
HCH_012_044_001508	又有連盤巡檢司，遷治海口長沙。
HCH_012_044_001509	俱仍故名。
HCH_012_044_001510	黃岩府東南。
HCH_012_044_001511	元黃岩州。
HCH_012_044_001512	洪武三年三月降爲縣。
HCH_012_044_001513	南有委羽山。
HCH_012_044_001514	東有大海。
HCH_012_044_001515	西北有永寧江，即澄江下流。
HCH_012_044_001516	東南有鹽場，又有長浦巡檢司。
HCH_012_044_001517	天台府西南。
HCH_012_044_001518	西有天台山。
HCH_012_044_001519	北有赤城山，又有石橋山，皆天台支阜也，其絕頂曰華頂峯。
HCH_012_044_001520	又西南有始豐溪，即澄江上源。
HCH_012_044_001521	又東有楢溪，產鐵。
HCH_012_044_001522	其東爲甬溪。
HCH_012_044_001523	又西有胡竇巡檢司，廢。
HCH_012_044_001524	仙居府西南。
HCH_012_044_001525	西北有蒼嶺，即括蒼山。
HCH_012_044_001526	又有永安溪，下流亦會於澄江。
HCH_012_044_001527	又西南有曹溪，東有彭溪，俱流合於永安溪。
HCH_012_044_001528	西有田寺巡檢司，後廢。
HCH_012_044_001529	寧海府東北。
HCH_012_044_001530	北有天門山。
HCH_012_044_001531	西北有龍鬚山，舊產銅鐵。
HCH_012_044_001532	東濱海。
HCH_012_044_001533	東北有鄞江，與象山縣界。
HCH_012_044_001534	南有海遊溪，有寧和溪，又有東溪，東有鐵砂，冶之成鐵，俱導流入海。
HCH_012_044_001535	又有梅嶴鎮，舊有鐵場。
HCH_012_044_001536	又南有健跳千戶所，洪武二十年九月置。
HCH_012_044_001537	東有越溪、又有長亭、北有鐵場、南有曼嶴、東南有竇嶴五巡檢司。
HCH_012_044_001538	太平府東南。
HCH_012_044_001539	成化五年十二月以黃岩縣之太平鄉置，析樂清地益之。
HCH_012_044_001540	南有大雷山。
HCH_012_044_001541	西北有王城山。
HCH_012_044_001542	西南有靈山，與玉環山接。
HCH_012_044_001543	東南濱海，曰大閭洋，中有鬆門、石塘、大陳等山。
HCH_012_044_001544	又東有遷江，一名新建河，至縣北曰官塘河，北抵黃岩縣，東入海。
HCH_012_044_001545	東有鬆門衛，本鬆門千戶所，洪武十九年十二月置，二十年六月升爲衛。
HCH_012_044_001546	東北有新河千戶所，洪武十九年十二月置。
HCH_012_044_001547	南有隘頑千戶所，西南有楚門千戶所，俱洪武二十年二月置。
HCH_012_044_001548	又東有盤馬、西有二山、又有蒲岐三巡檢司。
HCH_012_044_001549	南有沙角巡檢司，本治岐頭山下，後遷今治。
HCH_012_044_001550	西南有小鹿巡檢司，遷治楚門所之橫山後。
HCH_012_044_001551	西有溫嶺巡檢司，廢。
HCH_012_044_001552	金華府元婺州路，屬浙東宣慰司。
HCH_012_044_001553	太祖戊戌年十二月爲甯越府。
HCH_012_044_001554	庚子年正月曰金華府。
HCH_012_044_001555	領縣八。
HCH_012_044_001556	東北距布政司四百五十里。
HCH_012_044_001557	金華倚。
HCH_012_044_001558	北有金華山。
HCH_012_044_001559	南有銅山，舊產銅。
HCH_012_044_001560	城南有東陽江，亦曰婺港，自東陽縣流經此。
HCH_012_044_001561	又有南溪，自縉雲縣來合焉，謂之雙溪，亦曰縠溪，合流至蘭溪而會於信安江。
HCH_012_044_001562	蘭谿府西。
HCH_012_044_001563	元蘭谿州。
HCH_012_044_001564	洪武三年三月降爲縣。
HCH_012_044_001565	東有銅山，舊產銅。
HCH_012_044_001566	西南有蘭溪，即彀溪也，亦曰大溪，一自衢州之衢港，一自金華之婺港，會於西南蘭陰山下，北入嚴州界。
HCH_012_044_001567	西北有平渡巡檢司。
HCH_012_044_001568	北有靈泉鄉、龍巖鄉二巡檢司，廢。
HCH_012_044_001569	東陽府東。
HCH_012_044_001570	東南有大盆山，東陽江出焉，經縣北，謂之北溪，亦曰東溪，西南有畫溪，下流至義烏縣入焉。
HCH_012_044_001571	東有永寧巡檢司。
HCH_012_044_001572	又東南有瑞山、玉山。
HCH_012_044_001573	南有興賢、仁壽二巡檢司，廢。
HCH_012_044_001574	義烏府東少北。
HCH_012_044_001575	南有烏傷溪，即東陽江。
HCH_012_044_001576	西有智者同義鄉、南有雙林明義鄉、北有龍祈鎮三巡檢司，廢。
HCH_012_044_001577	永康府東南。
HCH_012_044_001578	東南有銅山，舊產銅。
HCH_012_044_001579	南有南溪，亦曰永康溪。
HCH_012_044_001580	又東有孝義寨、南有義豐鄉、東南有合德鄉三巡檢司，後廢。
HCH_012_044_001581	武義府南少東。
HCH_012_044_001582	東北有永康溪，又有茭道市。
HCH_012_044_001583	西有苦竹市。
HCH_012_044_001584	又北有白溪口市。
HCH_012_044_001585	蒲江府東北。
HCH_012_044_001586	西有深嫋山，蒲陽江出焉，東流入諸暨縣界。
HCH_012_044_001587	東有楊家埠巡檢司，後廢。
HCH_012_044_001588	湯溪府西南。
HCH_012_044_001589	成化七年正月析蘭溪、金華、龍遊、遂昌四縣地置。
HCH_012_044_001590	南有銀嶺。
HCH_012_044_001591	西北有縠江，即信安江。
HCH_012_044_001592	衢州府元衢州路，屬浙東道宣慰司。
HCH_012_044_001593	太祖己亥年九月爲龍遊府。
HCH_012_044_001594	丙午年爲衢州府。
HCH_012_044_001595	領縣五。
HCH_012_044_001596	東北距布政司五百六十里。
HCH_012_044_001597	西安倚。
HCH_012_044_001598	永樂二十二年建越王府，宣德二年除。
HCH_012_044_001599	西有巖山。
HCH_012_044_001600	南有爛柯山，又有爵豆山，舊出銀。
HCH_012_044_001601	又西北有銅山，舊出銅、錫、鉛。
HCH_012_044_001602	城西南有衢江，其上源曰大溪，自江山縣流入。
HCH_012_044_001603	又有西溪，亦曰信安溪，自開化縣發源，流至此與大溪合焉，曰雙港口。
HCH_012_044_001604	又東有定陽溪，一名東溪，自遂昌縣流入，合於衢江。
HCH_012_044_001605	西南有嚴剝、東南有板固二巡檢司。
HCH_012_044_001606	龍遊府東。
HCH_012_044_001607	東有龍丘山。
HCH_012_044_001608	北有梅嶺。
HCH_012_044_001609	又有縠溪，即衢江也，一名盈川溪，又南有靈溪，自遂昌縣流經縣南靈山下，又東北入焉。
HCH_012_044_001610	東有湖頭鎮巡檢司。
HCH_012_044_001611	又北有水北、南有靈山二巡檢司，廢。
HCH_012_044_001612	常山府西。
HCH_012_044_001613	有三衢山。
HCH_012_044_001614	東有常山，即信安嶺也。
HCH_012_044_001615	北有金川，一名馬金溪，自開化縣流入。
HCH_012_044_001616	東有文溪，自江山縣流入，合於金川，爲信安溪上源。
HCH_012_044_001617	北有下坑、東南有鎮平二巡檢司，廢。
HCH_012_044_001618	江山府西。
HCH_012_044_001619	東南有江郎山，有仙霞嶺，仙霞關在其上。
HCH_012_044_001620	城東有大溪，仙霞嶺水所匯也。
HCH_012_044_001621	又西有文溪。
HCH_012_044_001622	南有東山巡檢司，本治仙霞嶺下，後遷嶺上。
HCH_012_044_001623	又有小竿嶺巡檢司，廢。
HCH_012_044_001624	開化府西北。
HCH_012_044_001625	金溪在城東，其源一出馬金嶺，一出百際嶺，至城北合流而南，即金川上源也。
HCH_012_044_001626	北有金竹嶺巡檢司。
HCH_012_044_001627	又西有云臺、北有低阪、又有馬金、南有華埠四巡檢司，廢。
HCH_012_044_001628	處州府元處州路，屬浙東道宣慰司。
HCH_012_044_001629	太祖己亥年十一月爲安南府，尋曰處州府。
HCH_012_044_001630	領縣十。
HCH_012_044_001631	北距布政司七百三十里。
HCH_012_044_001632	麗水倚。
HCH_012_044_001633	大溪在城南，一名洄溪，自龍泉縣流經此，下流至永嘉縣，入於海。
HCH_012_044_001634	又東有好溪，本名惡溪，東南達於大溪。
HCH_012_044_001635	青田府東南。
HCH_012_044_001636	西有大、小連雲山。
HCH_012_044_001637	南有南田山。
HCH_012_044_001638	又有南溪，即大溪也，亦曰青溪，自麗水縣流入。
HCH_012_044_001639	西南有小溪流合焉。
HCH_012_044_001640	南有淡洋巡檢司，又北有黃壇巡檢司，廢。
HCH_012_044_001641	縉雲府北。
HCH_012_044_001642	東有仙都山，亦名縉雲山。
HCH_012_044_001643	又有管溪官山。
HCH_012_044_001644	西南有馮公嶺，一名木合嶺，一名桃花隘。
HCH_012_044_001645	又東有好溪，源出縣東北之大盆山，有管溪自東流合焉。
HCH_012_044_001646	又北有南源溪，亦曰南溪，下流爲永康溪，入於東陽江。
HCH_012_044_001647	松陽府西。
HCH_012_044_001648	北有竹客嶺。
HCH_012_044_001649	西有松溪，南有竹溪流入焉，下流至麗水縣，入於大溪。
HCH_012_044_001650	又西南有淨居巡檢司，廢。
HCH_012_044_001651	遂昌府西。
HCH_012_044_001652	南有雙溪，有二源，至縣南合流。
HCH_012_044_001653	又東經西明山南，分爲二，其一入龍泉縣之大溪，其一爲東溪，入松陽縣，爲松溪。
HCH_012_044_001654	北有馬步巡檢司。
HCH_012_044_001655	龍泉府西南。
HCH_012_044_001656	南有匡山，建溪之水出焉。
HCH_012_044_001657	南有大溪，源出臺湖山，又有靈溪，自縣北流合焉，東入雲和縣界。
HCH_012_044_001658	南有慶元巡檢司，治查田市。
HCH_012_044_001659	慶元府西南。
HCH_012_044_001660	洪武三年三月省。
HCH_012_044_001661	十三年十一月復置。
HCH_012_044_001662	西南有鬆源水，南流入福建，爲松溪縣之松溪。
HCH_012_044_001663	雲和府西南。
HCH_012_044_001664	景泰二年析麗水縣地置。
HCH_012_044_001665	南有大溪，西有黃溪流入焉，東入麗水縣界。
HCH_012_044_001666	又西有七赤渡。
HCH_012_044_001667	東有石塘隘。
HCH_012_044_001668	宣平府北。
HCH_012_044_001669	本麗水縣之鮑村巡檢司。
HCH_012_044_001670	景泰三年改爲縣，而徙巡檢司於縣之後陶，仍故名，尋廢。
HCH_012_044_001671	西北有礱坑山，舊產銀。
HCH_012_044_001672	南有玉巖山，又有會高山，產礦。
HCH_012_044_001673	又南有虎蹐溪，會流於麗水縣之大溪。
HCH_012_044_001674	景寧府南。
HCH_012_044_001675	景泰五年析青田縣置。
HCH_012_044_001676	南有敕木山。
HCH_012_044_001677	東有礦坑嶺。
HCH_012_044_001678	西有彪溪，東北有大匯灘，下流皆注於青田縣之大溪。
HCH_012_044_001679	北有沐溪巡檢司，遷縣南大漈仍故名。
HCH_012_044_001680	又西有盧山巡檢司，後廢。
HCH_012_044_001681	東有龍首關，又有龍匯關、白鹿關，俱嘉靖中置。
HCH_012_044_001682	溫州府元溫州路，屬浙東道宣慰司。
HCH_012_044_001683	洪武初，爲府。
HCH_012_044_001684	領縣五。
HCH_012_044_001685	西北距布政司八百九十里。
HCH_012_044_001686	永嘉倚。
HCH_012_044_001687	西有岷岡山，又有鐵場嶺。
HCH_012_044_001688	南有大羅山。
HCH_012_044_001689	東濱海。
HCH_012_044_001690	又永寧江在城北，一名甌江，一名永嘉江，自蒼括諸溪匯流入府界，又東注於海。
HCH_012_044_001691	江中有孤嶼山，與北岸羅浮相望。
HCH_012_044_001692	又西北有安溪，東北有楠溪，俱注於甌江。
HCH_012_044_001693	城西南又有會昌湖，東有寧村守禦千戶所，洪武二十年二月置。
HCH_012_044_001694	東南有中界山巡檢司，後遷縣東永昌堡。
HCH_012_044_001695	瑞安府南。
HCH_012_044_001696	元瑞安州。
HCH_012_044_001697	洪武二年降爲縣。
HCH_012_044_001698	正德六年五月徙縣城於故城西，去海三丈五尺，以避潮患。
HCH_012_044_001699	西有陶山。
HCH_012_044_001700	北有帆遊山。
HCH_012_044_001701	城南有安陽江，源出福建政和縣及青田縣界，合流至此，曰瑞安江，亦曰飛雲江，渡處有飛雲關，東接海口。
HCH_012_044_001702	又縣東海岸中有鳳凰諸山。
HCH_012_044_001703	又縣東北有海安守禦千戶所，縣東南有沙園守禦千戶所，俱洪武二十年二月置。
HCH_012_044_001704	東有東山巡檢司，本名梅頭，治梅頭寨，後遷，更名。
HCH_012_044_001705	樂清府東北。
HCH_012_044_001706	東有北雁蕩山。
HCH_012_044_001707	南濱海，有玉環山，在海中。
HCH_012_044_001708	又西北有荊溪。
HCH_012_044_001709	又縣治傍有東、西二溪。
HCH_012_044_001710	西南有館頭江。
HCH_012_044_001711	西有象浦河，東北有石馬港，下流皆達海。
HCH_012_044_001712	有長林鹽場。
HCH_012_044_001713	又西有盤石衛，洪武二十年二月置。
HCH_012_044_001714	東有盤石守禦後千戶所，成化五年置。
HCH_012_044_001715	東北有蒲岐守禦千戶所，亦洪武二十年二月置。
HCH_012_044_001716	西有館頭巡檢司，遷治縣西南岐頭寨。
HCH_012_044_001717	後復。
HCH_012_044_001718	東南有北監巡檢司，治玉環山下，尋遷縣東北蔡嶴，又遷縣東白沙嶺，又遷鶚頭，又遷窯嶴山下，仍故名。
HCH_012_044_001719	平陽府西南。
HCH_012_044_001720	元平陽州。
HCH_012_044_001721	洪武三年降爲縣。
HCH_012_044_001722	西南有南雁蕩山，有玉蒼山。
HCH_012_044_001723	又東南海中有大巖頭山，有南麂山。
HCH_012_044_001724	又西有前倉江，亦曰橫陽江，東南經江口關注於海。
HCH_012_044_001725	南有天富南鹽場。
HCH_012_044_001726	又南有金鄉衛，有蒲門守禦千戶所，東北有壯士守禦千戶所，皆洪武二十年二月置。
HCH_012_044_001727	東南有舥艚、又有斗門二巡檢司。
HCH_012_044_001728	南有江口巡檢司，治下埠，後遷渡頭。
HCH_012_044_001729	又東有仙口巡檢司，遷縣南麥城山，仍故名。
HCH_012_044_001730	又東南有龜峯巡檢司，廢。
HCH_012_044_001731	泰順府西南。
HCH_012_044_001732	景泰三年以瑞安縣羅洋鎮置，析平陽縣地益之。
HCH_012_044_001733	南有分水山，上有關，爲浙、閩分界處。
HCH_012_044_001734	又西有白溪，下流至福建寧德縣入海。
HCH_012_044_001735	又東有仙居溪，流入瑞安境入海。
HCH_012_044_001736	北有池村巡檢司。
HCH_012_044_001737	南有三冠巡檢司，本洋望，後更名。
HCH_012_044_001738	東南有鴉陽巡檢司，後廢。
HCH_012_044_001739	又羅陽第一關在縣東。
